photo_id,album_id,owner_id,user_id,date,date_human,lat,long,poi_lat,poi_lon,distance_meters,image_url,text,has_tags,post_id,poi_name
457239081,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.007909,56.255016,58.00763133477656,56.255145877976155,31.808897969128555,"https://sun9-33.userapi.com/s/v1/ig2/eAqp0cOqAzmkAdqeJa0OAb_uUL5Z9Qa3Vc-wFlnIrRX_OYCW52iSx2KrqyfQwQAagDDbunXMd_PERhkoEyeoWAI5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center
457239079,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.007714,56.255492,58.00763133477656,56.255145877976155,22.3667197899593,"https://sun9-43.userapi.com/s/v1/ig2/JOkgsBzqwGKZadsxgVEZn9lGrV80eS6j7ayKQDXHAf5QJDGAbt4_uQB6JNla4CBZB5qopgv-C1U4VDqgGzlUeBoX.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center
457239085,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.008113,56.255504,58.00763133477656,56.255145877976155,57.564228093123354,"https://sun9-34.userapi.com/s/v1/ig2/CxjyHuKr6RJC29ugBVF3pUGmMjW6O6b08Nlqaju0V-T8j-z8q-i3w-iI5X6_64hCQ8qDOKZfB4_IqQbDPI6ERxPg.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center
457239080,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.007909,56.255188,58.00763133477656,56.255145877976155,30.974523758435367,"https://sun9-30.userapi.com/s/v1/ig2/jWzZmgiRhFiJ1M6Qvyh4L9lV4JJxmIk6mM4Lm62jPBhyJpEUCSUaDVsQBwXyOV1mV-ufcuf2gVjwFCagzKev4iF0.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center
457253044,-7,-8146466,-8146466,1756276109,2025-08-27 08:28:29,58.007812,56.255426,58.00763133477656,56.255145877976155,25.99809270693861,"https://sun9-5.userapi.com/s/v1/if2/FhuH-I8l3TROjav_e-QZnPMzqfSvfnQeL6LNrvq4RhYtL0Hn-Bi_nBVsbcxIgL77HJSo_k2vkvuJz23p2qOL9xQT.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,5789.0,or avner habad community center
457241819,-6,221128069,221128069,1752673555,2025-07-16 15:45:55,58.008309,56.2552,58.00763133477656,56.255145877976155,75.4203595994605,"https://sun9-13.userapi.com/s/v1/ig2/lsoasJ2aJDXGScxEY6Tpcr1hzOBihVQilZV7KUxSRksHFQmuFn24Aba5_HlBUNvrLbLDvM-3NQLb8d3FaBJGW4lq.jpg?quality=95&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1707x2560&from=bu&cs=1707x0",,False,18411.0,or avner habad community center
457239113,-7,-226276229,-226276229,1750677717,2025-06-23 13:21:57,58.008302,56.25561,58.00763133477656,56.255145877976155,79.42890687066063,"https://sun9-48.userapi.com/s/v1/ig2/Ai6xdMD2CgMRDEg4roForWjmk50v1AKyYbvD8KeT5cBo6eAEc3Euhy8AlptL6_GhfY280kAxoCF8hORDF207SMik.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center
457312709,307494515,-143781140,357657659,1749551438,2025-06-10 12:30:38,58.008225,56.255306,58.00763133477656,56.255145877976155,66.68312818688851,"https://sun9-78.userapi.com/s/v1/if2/-Ak11qbRsI5JiX23aokd5m8R7vk85HXVJfTlg5Qv2vBa2PPAd6r-KFjZpkkJtIgQPMzrKGSeefe1U1mmMjDBCcWQ.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center
457312708,307494515,-143781140,357657659,1749551437,2025-06-10 12:30:37,58.008225,56.255306,58.00763133477656,56.255145877976155,66.68312818688851,"https://sun9-56.userapi.com/s/v1/if2/BVjkRhkvmTrlH_KtnN8sAOymeD3W_up87nt6SntGYM4qfeIUKfG7lHCqOOk2BeuP2Y2GPjzl3UX9HBLO7d8hmw3z.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center
457312707,307494515,-143781140,357657659,1749551435,2025-06-10 12:30:35,58.008225,56.255306,58.00763133477656,56.255145877976155,66.68312818688851,"https://sun9-34.userapi.com/s/v1/if2/GPhofuC9jU-okwiMh9OR7HfvhtZNeLMqPPSxnu8tUP4f9BU9UMC7uZTO2CIfsftC3NQMIpNAui6srABN6bVo1sEc.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x959,1440x1079,2560x1919&from=bu&cs=2560x0",,False,,or avner habad community center
