photo_id,album_id,owner_id,user_id,date,date_human,lat,long,poi_lat,poi_lon,distance_meters,image_url,text,has_tags,post_id,poi_name,inside_poi_area,inside_poi_building,human_annotation_text_description,human_annotation_location_type,human_annotation_photo_type,human_annotation_is_advertisement,human_annotation_situation_summary,human_annotation_city_objects,human_annotation_city_activities,human_annotation_user_intent,human_annotation_has_building,human_annotation_has_synagogue,human_annotation_has_feor,human_annotation_has_other_building,human_annotation_confidence,human_model_version,human_model_timestamp
456240808,-7,-224628741,-224628741,1722168129,2024-07-28 14:02:09,58.007618,56.235496,58.00819896273859,56.23476395501453,77.67240860423085,"https://sun9-62.userapi.com/s/v1/ig2/YDeybMP91Wvg7Z9Wnccorch_Bu0GbWNdcFukxe-vG9S3TYnY0gCc5q41WKf6SXchDgqxvHyxTasd9qjdiM-SOJAx.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
457255043,-7,-39004558,-39004558,1680673925,2023-04-05 07:52:05,58.0085,56.235586,58.00819896273859,56.23476395501453,58.870075827117816,"https://sun9-5.userapi.com/s/v1/ig2/4J0ze9iLzO3dTkVTpCT0BoszyjeM1Ky9DMIXrB9p1eitF0PqCjFRik2LABoFWH8nIrIr9XAZIzRYGeT_3_-eH2CL.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,1080x1920,1280x2276,1440x2560&from=bu&cs=1440x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
361867360,-7,231298051,231298051,1429378789,2015-04-18 19:39:49,58.008808,56.235255,58.00819896273859,56.23476395501453,73.6414081983081,"https://sun9-67.userapi.com/s/v1/if1/LdbWHiokUoNmLTi8gjNaBowQoVHjgHME_j_ubEM4pZH-_1KOekhLC7r6z-rmqbCmQ55JK1Tp.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480&from=bu&cs=640x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
456240100,-7,-20826401,-20826401,1543312190,2018-11-27 10:49:50,58.007624,56.234571,58.00819896273859,56.23476395501453,64.93562001690061,"https://sun9-32.userapi.com/s/v1/ig1/avs0aDnaWnigEyRJlGa5zHA1a18y0an65tEXKZOJc_BSi5ytdMAbfb7kJPR27od1ccJQTBpL.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
366621519,-7,243524378,243524378,1432797529,2015-05-28 09:18:49,58.007415,56.235523,58.00819896273859,56.23476395501453,97.97264105917492,"https://sun9-10.userapi.com/s/v1/ig1/m1OFN233S_oR8NGNiMdy5C05ou-b_Pgw7gCzjjpD_ZUv4Ny0cKS6TN0fTg5lNlJmOANj4POi.jpg?quality=96&as=32x56,48x84,72x126,108x189,160x281,240x421,360x632,480x842,540x947,640x1123,720x1263,912x1600&from=bu&cs=912x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
456241161,-7,137306715,137306715,1559058069,2019-05-28 17:41:09,58.008808,56.235771,58.00819896273859,56.23476395501453,90.03192674316176,"https://sun9-8.userapi.com/s/v1/ig1/osP0hBwyDwTf_wkLBUqcyr9iylkJk6FhnCW25wkdWXyOCaZtBV4DVnQc8Q89iP3scxC2XDaS.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1000x1333&from=bu&cs=1000x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
282764615,-7,158723408,158723408,1336140781,2012-05-04 16:13:01,58.007995,56.234504,58.00819896273859,56.23476395501453,27.36586051718784,"https://sun9-77.userapi.com/s/v1/if1/5tpDiuMWdaPQH9vQAWjSl1R5swQkTYLJGKx_LhuFGpH_OtYcu9ICsUx146YYF7W88RocMA.jpg?quality=96&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x719,1440x809,2560x1439&from=bu&cs=2560x0",,False,311.0,synagogue,True,False,,,,,,,,,,,,,,,
457244966,302992630,-194619161,-194619161,1716100434,2024-05-19 08:33:54,58.007715,56.235086,58.00819896273859,56.23476395501453,57.06056115055682,"https://sun9-82.userapi.com/s/v1/ig2/1emsC-kMw5aT1bPPSmbuIOGYEap3VtXRb8bxOKhFHeF5-gQQF7Nwa3tXHDLl4hIMsj0H4TBraNc5vNn3Vrp_lUwO.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
457256376,-7,-170690865,-170690865,1679747829,2023-03-25 13:37:09,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,"https://sun9-4.userapi.com/s/v1/ig2/gAXlHIKnaBOD2DtksjHvj7rSGp7xo1YXrYD0DEDIncYRISPiw8BM5XdCjDTwS5frFjLfqEt0CXgIc8Qa2VbQFYhR.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,False,,synagogue,True,False,,,,,,,,,,,,,,,
457240147,-7,-199522335,-199522335,1624973123,2021-06-29 15:25:23,58.006993,56.256286,58.00763133477656,56.255145877976155,97.7217273760142,"https://sun9-73.userapi.com/s/v1/ig2/v80nywWbfOtgf0BRTiQGzbO5zStC-HJV-PTZ8sofCwUpPXCE3Y5MpHmGu3po3EKTPvdUngeyTY1cmdVl5vWHFc_v.jpg?quality=96&as=32x68,48x103,72x154,108x231,160x342,240x513,360x770,480x1027,540x1155,640x1369,720x1540,748x1600&from=bu&cs=748x0",,False,,or avner habad community center,False,False,,,,,,,,,,,,,,,
438995476,-7,-39105410,-39105410,1478086802,2016-11-02 12:40:02,58.008653,56.234132,58.00819896273859,56.23476395501453,62.728635303360285,"https://sun9-52.userapi.com/s/v1/ig1/FoshxxuMdAdJzwsr1J2m5Y_6MyGiD9ky3RveQf89RVOh1AhqqLzn00wVU8o1Ly5oOLHyAA.jpg?quality=96&as=32x36,48x54,72x80,108x120,160x178,240x268,360x401,480x535,540x602,640x714,720x803,861x960&from=bu&cs=861x0",,False,,synagogue,False,False,,,,,,,,,,,,,,,
