photo_id,album_id,owner_id,user_id,date,date_human,lat,long,poi_lat,poi_lon,distance_meters,image_url,text,has_tags,post_id,poi_name,inside_poi_area,inside_poi_building,human_annotation_text_description,human_annotation_location_type,human_annotation_photo_type,human_annotation_is_advertisement,human_annotation_situation_summary,human_annotation_city_objects,human_annotation_city_activities,human_annotation_user_intent,human_annotation_has_building,human_annotation_has_synagogue,human_annotation_has_feor,human_annotation_has_other_building,human_annotation_confidence,human_model_version,human_model_timestamp
457239080,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.007909,56.255188,58.00763133477656,56.255145877976155,30.974523758435367,"https://sun9-30.userapi.com/s/v1/ig2/jWzZmgiRhFiJ1M6Qvyh4L9lV4JJxmIk6mM4Lm62jPBhyJpEUCSUaDVsQBwXyOV1mV-ufcuf2gVjwFCagzKev4iF0.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,,,,,,,,,,,,,,,
457239079,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.007714,56.255492,58.00763133477656,56.255145877976155,22.3667197899593,"https://sun9-43.userapi.com/s/v1/ig2/JOkgsBzqwGKZadsxgVEZn9lGrV80eS6j7ayKQDXHAf5QJDGAbt4_uQB6JNla4CBZB5qopgv-C1U4VDqgGzlUeBoX.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,,,,,,,,,,,,,,,
457239081,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.007909,56.255016,58.00763133477656,56.255145877976155,31.808897969128555,"https://sun9-33.userapi.com/s/v1/ig2/eAqp0cOqAzmkAdqeJa0OAb_uUL5Z9Qa3Vc-wFlnIrRX_OYCW52iSx2KrqyfQwQAagDDbunXMd_PERhkoEyeoWAI5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,True,,,,,,,,,,,,,,,
457239085,-7,-232751538,-232751538,1758807063,2025-09-25 15:31:03,58.008113,56.255504,58.00763133477656,56.255145877976155,57.564228093123354,"https://sun9-34.userapi.com/s/v1/ig2/CxjyHuKr6RJC29ugBVF3pUGmMjW6O6b08Nlqaju0V-T8j-z8q-i3w-iI5X6_64hCQ8qDOKZfB4_IqQbDPI6ERxPg.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,,,,,,,,,,,,,,,
457239112,-7,-227807623,-227807623,1731900430,2024-11-18 04:27:10,58.007708,56.234293,58.00819896273859,56.23476395501453,61.23812560383689,"https://sun9-66.userapi.com/s/v1/ig2/URHEuLjnax2l3xySveOh5MH6bvOPUg5IkdIlCGsnwT7IVONWBWpTEHk45biGZPr7WTlnZPiSvDNvbstaa3LXKgNa.jpg?quality=95&as=32x40,48x60,72x90,108x135,160x200,240x300,360x450,480x600,540x675,640x800,720x900,1080x1350,1280x1600,1440x1800,1536x1920&from=bu&cs=1536x0",,False,32.0,synagogue,True,False,,,,,,,,,,,,,,,
457239071,-7,-226932693,-226932693,1723637595,2024-08-14 14:13:15,58.008008,56.255293,58.00763133477656,56.255145877976155,42.770638607245566,"https://sun9-51.userapi.com/s/v1/ig2/-ALO3ZmpdeTr4yU5curXoIEjKxrw5cUqxG5N-LfgdHkiRUnvmgHCFxO6CiFE-JFnXBGNk-U6YeD3FHbFEU2-RPco.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,,,,,,,,,,,,,,,
457239138,-7,-225765287,-225765287,1720260520,2024-07-06 12:08:40,58.0081,56.234887,58.00819896273859,56.23476395501453,13.17706229634948,"https://sun9-77.userapi.com/s/v1/ig2/ReAVvFp6ZmJfJ4HsSNdUjOniOB9qWwLM8lVYbnrlEIpsakW3_tTOJufcXstk9QVVPsmZWdq9i7VijH9DL1XYd3E5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,synagogue,True,True,,,,,,,,,,,,,,,
457239123,-7,-225765287,-225765287,1718973091,2024-06-21 14:31:31,58.008016,56.234993,58.00819896273859,56.23476395501453,24.41245746986248,"https://sun9-47.userapi.com/s/v1/ig2/rBSHKi-2S4ExAEDi7TkGYULkZH3CtLSB1EqwW2JLMMYBdRt76xKwAo2ig7RyFKQs6OZxuxOVBUN_CKC2DrAXkkxp.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,synagogue,True,False,,,,,,,,,,,,,,,
457239125,-7,-225765287,-225765287,1719211893,2024-06-24 08:51:33,58.007821,56.235297,58.00819896273859,56.23476395501453,52.46349254372161,"https://sun9-71.userapi.com/s/v1/ig2/ftk7axk1_LZiLG_UtldQayCrd6_ep2AwxRZ0kRe9ssp3ALJiT_FzlKPG9xAezqGDHVQ7mKb8vTqq1DmiQTToime0.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,45.0,synagogue,True,False,,,,,,,,,,,,,,,
457239120,-7,-225765287,-225765287,1718973091,2024-06-21 14:31:31,58.007813,56.235192,58.00819896273859,56.23476395501453,49.777058200489776,"https://sun9-68.userapi.com/s/v1/ig2/M64ZOJIj2Tb9aLoPpeeFaVaQJMRYDR9AFzup0PAcZlTpc_Xk92M1rT8e7c3w9XwlFPWjGg0l84fsjUHsjXpaYnxv.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,synagogue,True,False,,,,,,,,,,,,,,,
