photo_id,album_id,owner_id,user_id,date,date_human,lat,long,poi_lat,poi_lon,distance_meters,image_url,text,has_tags,post_id,poi_name,inside_poi_area,inside_poi_building
359158845,-7,-67125411,-67125411,1428704623,2015-04-11 00:23:43,58.007874,56.254659,58.00763133477656,56.255145877976155,39.380070543904885,"https://sun9-40.userapi.com/s/v1/if1/hLU3vwOyWG7_z_l-uMYU3p6nosRbzzwpuU55Wn__mMLQpk6pzaJb6MTZJS3RDf29IKtD0qZZ.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x359,540x403,640x478,720x538,1080x807,1280x956,1296x968&from=bu&cs=1296x0",,False,,or avner habad community center,True,True
359158843,-7,-67125411,-67125411,1428704623,2015-04-11 00:23:43,58.007657,56.25499,58.00763133477656,56.255145877976155,9.61627412248358,"https://sun9-23.userapi.com/s/v1/if1/WRfm72MTdsaCXa3h1__i3JTXbSgcelYhF8QgcyEb5xS5mUt7wrmgKt8mejPRqVURBEeQ-mKi.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x359,540x403,640x478,720x538,1080x807,1280x956,1296x968&from=bu&cs=1296x0",,False,,or avner habad community center,True,True
359158842,-7,-67125411,-67125411,1428704623,2015-04-11 00:23:43,58.007657,56.25499,58.00763133477656,56.255145877976155,9.61627412248358,"https://sun9-77.userapi.com/s/v1/if1/agh2XPAYaUjGhBbxa7JbHQrDvsSN2H4Bvy6EZMmzwfMEYcVznG2JqqSnFD1T2vU6yCMivdkR.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x359,540x403,640x478,720x538,1080x807,1280x956,1296x968&from=bu&cs=1296x0",,False,,or avner habad community center,True,True
456239093,-7,-166810589,-166810589,1536330915,2018-09-07 16:35:15,58.007783,56.255003,58.00763133477656,56.255145877976155,18.84826178994875,"https://sun9-82.userapi.com/s/v1/if1/1LJ9XddYQsIE5KI2uWHdeYVMMUIyeQRFwVKc_CRCCC_yLU1MPcEDr1ToGqJhLg-mnvJ4uZ6P.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center,True,True
456239092,-7,-166810589,-166810589,1536329568,2018-09-07 16:12:48,58.007783,56.255003,58.00763133477656,56.255145877976155,18.84826178994875,"https://sun9-25.userapi.com/s/v1/if1/c51oGCcNukuPfvV8xB9GUO2Ioh2XFg4iwAJ9iERZCSrDIA1QG31LrZ53wso0QDUS-VnZmAyr.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center,True,True
457240277,-7,-67125411,-67125411,1571394530,2019-10-18 12:28:50,58.007531,56.25532,58.00763133477656,56.255145877976155,15.155720977925483,"https://sun9-27.userapi.com/s/v1/if1/oe-OQH958DvZJKnxxwoQGGU-gytaAl1xAVe_GFjGbBznJA-JCwz0Fq5sZX4GSqQAtF7p5pjN.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center,True,True
457240274,-7,-67125411,-67125411,1571394530,2019-10-18 12:28:50,58.007741,56.254712,58.00763133477656,56.255145877976155,28.320260372959115,"https://sun9-19.userapi.com/s/v1/if1/e3dGRO-dKnD0KCGYspxg1EbtCxXVwhL87SK7mTuWGiieFqVNXBNxWgnE_ZBp4Vs0h0Ze2Xd-.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center,True,True
348285315,147353060,-10005800,221928518,1419561710,2014-12-26 03:41:50,58.008065,56.234702,58.00819896273859,56.23476395501453,15.33660253181931,"https://sun9-16.userapi.com/s/v1/if1/yx8egnaF2ZMz5UKZpg7VprEyshiaIDpz4w4bQ7HpQLTHEb6OXB138hwRB3YyEpcQq7mYObct.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0",,False,,synagogue,True,True
422260472,-7,-79968906,-79968906,1469193192,2016-07-22 15:13:12,58.008023,56.234755,58.00819896273859,56.23476395501453,19.57327448011636,"https://sun9-45.userapi.com/s/v1/if1/O3OsfOYJ-UsBUfTkkzQxqERjoJzyxbHrQMLludt8e4EnfCmj-Ew8-Hy9Qg_HekxvX0sDUNk6.jpg?quality=96&as=32x25,48x38,72x56,108x85,160x125,240x188,360x282,480x376,540x423,640x502,720x565,1080x847,1280x1004,1440x1129,2172x1703&from=bu&cs=2172x0",,False,162.0,synagogue,True,True
456247291,246644270,192767690,192767690,1502428810,2017-08-11 07:20:10,58.00831,56.234622,58.00819896273859,56.23476395501453,14.91232142906437,"https://sun9-19.userapi.com/s/v1/if1/_jr0sQPTu89WcyNKtb4DbLJ8JV_2OPBhzEzUL-FsbVv2Y-J3YrrhrHvxEGQPsgQeI3qK8w-h.jpg?quality=96&as=32x20,48x30,72x44,108x67,160x99,240x148,360x222,480x296,540x333,640x395,690x426&from=bu&cs=690x0",,False,,synagogue,True,True
