photo_id,owner_id,album_id,post_id,post_url,image_url,related_photo_urls,hashtags,date_human,lat,long,poi_lat,poi_lon,distance_meters,poi_name,user_id,user_gender,user_age,user_city,user_city_id,user_kind,post_text,inside_poi_area,inside_poi_building,annotation_text_description,annotation_location_type,annotation_photo_type,annotation_is_advertisement,annotation_city_objects,annotation_city_activities,annotation_user_intent,annotation_has_building,annotation_has_synagogue,annotation_has_feor,annotation_has_other_building,annotation_confidence,model_version,model_timestamp
457240536,-224421397,301013678,,,"https://sun9-18.userapi.com/s/v1/ig2/cfVvOfG_9z39hWQeyWczUNo5HtS1spTCmBcQ0TfGNHSZC1qIPPE-GNEZNYm7sWC6oPbfb8i4QwvVYRQ_KokTit1E.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 09:45:20,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,,,,,,,,True,False,,,,,
457240685,-224421397,301013678,,,"https://sun9-47.userapi.com/s/v1/ig2/jG7xotbNK6S_UhDnv04DwMHwkO8QB0lXdLd9sTq74ZLlr_feuwThxwy2uslv0XCIStwBh-FJeNFQh3XI0xv4DPvT.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 10:44:16,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,,,,,,,,True,False,,,,,
457253112,-170690865,-7,,,"https://sun9-82.userapi.com/s/v1/ig2/kJlXHVrxe5gLR8POdZdP0BO732qnChWDDnHXwNkdPKd2JuYJQ8UHEeJvp6mgYM-1_OV9e17UAxLUa3itDt1cY-NB.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2022-08-23 14:59:59,58.008016,56.234306,58.00819896273859,56.23476395501453,33.78969930208058,synagogue,-170690865,,,,,,,True,False,,,,,,,,True,False,,,,,
457240386,-224421397,300940854,,,"https://sun9-6.userapi.com/s/v1/ig2/HAXshcPYwDzQdqv3pbUsTk72ztJR8vRc3IR1HgKaDV54gnUqbMXSFWFf5beEe6n3Xe5DIXNJ0GBircNpK9fUk15t.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-24 13:12:55,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,,,,,,,,True,False,,,,,
457240709,-224421397,301013678,,,"https://sun9-53.userapi.com/s/v1/ig2/xly13u1gghpE0jsPt9wnFaZ-_APJhiIPZnWzRG8Vo0qck6Wk-h3jSjo0isJLHCTWUbESm3uGZoEYL9jrmq43dIqi.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 10:44:55,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,,,,,,,,True,False,,,,,
457239691,-183475242,-7,,,"https://sun9-38.userapi.com/s/v1/ig1/_2oHPyjLXx4Ck6KcyAWVUf7YOipzbMIccy9R9Zw5zV2za4Ng3lfnarvUX6cZ3AXlq9lHJLZ0.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1000x1333&from=bu&cs=1000x0",,,2019-09-06 15:33:02,58.007632,56.235879,58.00819896273859,56.23476395501453,91.046583902512,synagogue,-183475242,,,,,,,True,False,,,,,,,,True,False,,,,,
457240578,-224421397,301013678,,,"https://sun9-32.userapi.com/s/v1/ig2/_ZZFn3Bg7xtAxhdBFghNRLramYZXleufWRWh2TVjTsMDbYX51T7ST-PIdZ3b8jMad0MtG4W_piVG3JjMefAGjrEc.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 09:46:29,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,,,,,,,,True,False,,,,,
457240357,-224421397,300940670,,,"https://sun9-41.userapi.com/s/v1/ig2/KldHdL7_WgdjASpQqhKg6uvK9OqIpo71xH8Dw83-6y6ZwlCBFowilGUUfU66HKzFZNguRhP7F6OnB5mHIxAfCyZi.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-24 12:37:00,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,,,,,,,,True,False,,,,,
457240391,-224421397,300940854,,,"https://sun9-40.userapi.com/s/v1/ig2/0dy6zJxhf_sIQvDSddWCvyRavsdbTwYY9R6okSLCZTwNQ4_d3Ag5bKPi2d3eiJ9R5JtOyDKuLNd0sufes6qBfd9o.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-24 13:13:02,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,,,,,,,,True,False,,,,,
457256946,-170690865,-7,,,"https://sun9-16.userapi.com/s/v1/ig2/Yo8r2HDo5LBilfmXWG9Mucp9RIJAoUG9zR104_CVYZNFbrWKkv-YeYZU6W3Dy639I48mRcSRmkKv5BwAOjWzkmfs.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1398x1864&from=bu&cs=1398x0",,,2023-04-28 15:06:20,58.008016,56.234306,58.00819896273859,56.23476395501453,33.78969930208058,synagogue,-170690865,,,,,,,True,False,,,,,,,,True,False,,,,,
