photo_id,owner_id,album_id,post_id,post_url,image_url,related_photo_urls,hashtags,date_human,lat,long,poi_lat,poi_lon,distance_meters,poi_name,user_id,user_gender,user_age,user_city,user_city_id,user_kind,post_text,inside_poi_area,inside_poi_building,annotation_text_description,annotation_location_type,annotation_photo_type,annotation_is_advertisement,annotation_city_objects,annotation_city_activities,annotation_user_intent,annotation_has_building,annotation_has_synagogue,annotation_has_feor,annotation_has_other_building,annotation_confidence,model_version,model_timestamp
456239657,-46008634,247407234,,,"https://sun9-69.userapi.com/s/v1/ig1/L9PGrYd5IVjRsywVfGjShox48CC5DFfAwQHMJ4Uu3Y8t2EnLpW7Ox6arg5LoSL9QHKK5l6_R.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640&from=bu&cs=480x0",,,2017-10-10 12:11:46,58.008044,56.235072,58.00819896273859,56.23476395501453,25.024621160213616,synagogue,-46008634,,,,,,,True,False,"Миска с рисовым салатом и нарезанными овощами (огурец, красный перец, кукуруза) на столе",indoor,food,False,,,показать еду,False,False,False,False,0.82,gpt-5-nano,2025-11-23T20:21:50.746278+00:00
457314552,-43730800,301537621,,,"https://sun9-85.userapi.com/s/v1/if2/3j24JQH0E5Du9j1f2VSiSSP-Y4PWtuUs7A_fJ-XxXSLbt7tQbgEBO0TgW6MgognbUm0XlY_W_mbr6ASgRJY4Nt3s.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,,2024-12-10 08:55:17,58.007618,56.236011,58.00819896273859,56.23476395501453,97.82785663198273,synagogue,-43730800,,,,,,❌SOLD OUT❌,True,False,"Набор ярких тюбиков/упаковок с мультяшными персонажами, уложенных на деревянном столе, украшенных лентами",indoor,product,True,,,показать товар,False,False,False,False,0.72,gpt-5-nano,2025-11-23T20:21:50.746356+00:00
457240340,-224421397,300940670,,,"https://sun9-41.userapi.com/s/v1/ig2/jMEQj5CqfkjuWbFWdyXkQ1mCs8KWY95emDmyFTaD0vzc4nu-dsInWkNp6Kko05HzbfdWsrvicd5AXSCE27YG-70P.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-24 12:36:35,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,"Мужчина и мальчик работают за столом в мастерской, собирая деревянные заготовки; на столе электроинструменты и детали, на фоне зелёная стена с полками и моделями из дерева.",indoor,interior,False,"стол, дрели, деревянные заготовки, инструменты, полки, деревянные фигуры",мастер-класс по столярке,показать процесс столярной работы вдвоём,False,False,False,False,0.75,gpt-5-nano,2025-11-23T20:21:50.746400+00:00
457240604,-224421397,301013678,,,"https://sun9-18.userapi.com/s/v1/ig2/jPewaUmKmjdRC5GFCjRCdcjJqC0jBhezPYB2Rrer7TDyDnwyMJpPSb1F6xTpPeUqmY9LgpNnzFsV7T7cXTapSq9k.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 10:11:21,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,Человек в фартуке работает дрелью по деревянной заготовке на столярном верстаке; на фоне зелёная стена,indoor,portrait,False,"дрель, дерево, верстак, инструменты, деревянные заготовки, коробка",работа по дереву,показать процесс работы по дереву,False,False,False,False,0.76,gpt-5-nano,2025-11-23T20:21:50.746427+00:00
457239798,-209485236,292620802,,,"https://sun9-41.userapi.com/s/v1/ig2/W5UTizFcKiUr5ioljYmFVHRtfqbv7RxIYRXAoDmMshrryJEHSg6Vlk9Z-PMd2eFF_ZLddfp8D5hmg1KeyvDgm-3k.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2023-01-28 08:23:55,58.007308,56.255717,58.00763133477656,56.255145877976155,49.24106496243882,or avner habad community center,-209485236,,,,,,,True,False,"Женщина стоит в светлой комнате с праздничной отделкой: гирлянды на пианино, зеркало, картина на стене, стол с тарелками и чашками спереди.",indoor,interior,False,"стол, тарелки, чашки, пианино, зеркало, картина на стене, гирлянды, декоративные украшения, стул",,показать интерьер с женщиной и праздничной обстановкой,True,False,False,False,0.71,gpt-5-nano,2025-11-23T20:21:50.746481+00:00
457254098,-170690865,-7,,,"https://sun9-3.userapi.com/s/v1/ig2/AlVPqPtaxLj26KY2Bsfu7MH1d1Kct7vIc2mf6Lf9BhbK-oKeddToNRG3I3Eju96FvUWsDpiAdOLqpxygymF-NoLT.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-10-18 12:11:33,58.008023,56.234411,58.00819896273859,56.23476395501453,28.55136751134135,synagogue,-170690865,,,,,,,True,False,"Женщина в сером платье-свитере с поясом позирует перед белой стеной, надеты темные солнцезащитные очки.",indoor,portrait,False,"человек, очки, стена",,показать одежду,False,False,False,False,0.82,gpt-5-nano,2025-11-23T20:21:50.746508+00:00
457240559,-224421397,301013678,,,"https://sun9-71.userapi.com/s/v1/ig2/xpFVjGG_417-CR0QUM0Gs6tsICgL1S2ekJVbXzzmCu1c8rLD5fThL1-387ubwedVR8ccFQHLWy_JfWRjm5EQ2c9U.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 09:46:00,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,"Два ребенка за столом в мастерской рукоделия: на столе краски, кисти, картон и рулон бумажной салфетки; в фоне человек в тёмной футболке и стена с декоративной надписью",indoor,interior,False,"рабочий стол, краски, кисти, картон, бумага, рулон бумажной салфетки, коробка материалов",,показать процесс рукоделия в мастерской,False,False,False,False,0.72,gpt-5-nano,2025-11-23T20:21:50.746531+00:00
457240622,-224421397,301013678,,,"https://sun9-25.userapi.com/s/v1/ig2/FxW0tbn-m4Hr6qe4Ils_QllcfDeuHPnRad_WLTLnOQk9r3l7vP3_0kpKBPE3LUNu_rU36Sv8jbe4nT8xjN73jP9T.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 10:11:51,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,"Два человека в мастерской работают за столом: девушка в защитных очках и желтых наушниках держит электроинструмент над деревянной заготовкой, мужчина поддерживает заготовку.",indoor,interior,False,"рабочий стол, дерево/заготовка, электроинструмент, защитные очки, наушники, полки с инструментами",обучение деревообработке,показать процесс обработки дерева,False,False,False,False,0.72,gpt-5-nano,2025-11-23T20:21:50.746622+00:00
457240536,-224421397,301013678,,,"https://sun9-18.userapi.com/s/v1/ig2/cfVvOfG_9z39hWQeyWczUNo5HtS1spTCmBcQ0TfGNHSZC1qIPPE-GNEZNYm7sWC6oPbfb8i4QwvVYRQ_KokTit1E.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 09:45:20,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,"Два ребёнка в фартуках позируют перед камерой внутри помещения; на деревянной стене надпись TEXTURA; один держит бутылку, другой — игрушечный пистолет; сверху висят зелёные растения",indoor,group_portrait,False,"дети, фартуки, бутылка, игрушечный пистолет, надпись TEXTURA, деревянная стена, растения, пол",позируют перед камерой,позируют перед камерой,True,False,False,False,0.72,gpt-5-nano,2025-11-23T20:21:50.746653+00:00
457240685,-224421397,301013678,,,"https://sun9-47.userapi.com/s/v1/ig2/jG7xotbNK6S_UhDnv04DwMHwkO8QB0lXdLd9sTq74ZLlr_feuwThxwy2uslv0XCIStwBh-FJeNFQh3XI0xv4DPvT.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-03-30 10:44:16,58.008604,56.234423,58.00819896273859,56.23476395501453,49.31399479698315,synagogue,-224421397,,,,,,,True,False,"Группа детей в защитных наушниках и фартуках работает за столами с заготовками древесины в мастерской; взрослый инструктор показывает, как работать с заготовками.",indoor,group_portrait,False,"столы, дерево/заготовки, инструменты, дрель, защитные наушники, фартуки, стены","занятие по деревообработке, работа за столами",показать мастер-класс по деревообработке,True,False,False,False,0.78,gpt-5-nano,2025-11-23T20:21:50.746676+00:00
